name,cefr,text
dans-les-coulisses-du-moulin-rouge,A2," Dans les coulisses du Moulin Rouge Une page culture de circonstance en ce 31 décembre festif, la féerie de la grande revue du Moulin Rouge à Paris. Un reportage dans les coulisses de cette revue, célèbre évidemment partout dans le monde. Une mission très ""pénible"" pour nos envoyés spéciaux sur place, Nicolas George et Martin van der Bossche.  Le Moulin Rouge, dans le 18e arrondissement de Paris. Depuis 127 ans, le plus célèbre cabaret du monde colore les nuits blanches de la capitale de ses strass et ses paillettes.  C'est Féerie / On a branché les sunlights,  C'est Féerie / Pour jouer Paris by night,  Top model, Top musique / C'est Féerie !   Ouvert 365 jours par an, ce haut lieu de la fête parisienne accueille 1.800 spectateurs chaque soir, avec 50% de clients français, et 50% de clients internationaux. Quatre heures avant le début du premier spectacle, 120 personnes s'activent pour préparer la salle, ce qui en fait la plus grande brigade de France.  ""Donc, juste dans ma zone personnelle, donc, je fais la mise en place pour une centaine de clients ce soir. En quarante-cinq minutes, on fait la mise en place, et le service commence à 18h45, pour se terminer à 21h quand le spectacle commence bien entendu, parce qu'on n'a pas de service pendant le spectacle.  Quand les clients viennent,  on a l'impression qu'ils viennent dans un endroit féerique. Ils ont des étoiles plein les yeux. Donc, quelquefois ils nous envient... J'ai de la chance d'avoir vu le spectacle plus de 500 fois !""  Avec 600 repas à servir en une heure, aucune place à l'improvisation !   Bonsoir Mesdames, bonsoir Messieurs ! Je vous en prie, par ici !  [Le programme] du spectacle, Mesdames, Messieurs,  The program of the show, in English if you'd like.  ""Konbanwa... [Bonsoir en japonais] - Vous parlez japonais ?  - Un petit peu... le minimum, le nécessaire...""  Pendant que la salle se remplit petit à petit, un étage en-dessous, c'est l'effervescence en cuisine ! Autour du chef David Le Quellec, vingt-cinq cuisiniers préparent les trois menus différents du jour.  ""Ben c'est beaucoup d'anticipation, et on travaille surtout avec un système de réservations où on a à peu près le nombre de clients qui vont manger, mais comme c'est [sic: ce sont] des menus  où il y a des choix différents en entrée, en plat et en dessert, c'est un peu... je [ne] vais pas dire que c'est [au petit] bonheur la chance,  mais plus une habitude. Au début, ça a été très compliqué à mettre en place en fin de compte. Mais maintenant ça se passe très bien.""  Bien chaud hein ! Et un autre, tu m'en refais deux ! [Il] Y aura un canard ! Ouais...  Depuis dix ans, Audrey fait partie des 80 danseuses du Moulin Rouge.  Bonsoir, bonsoir, bonsoir Mémé. Tu vas bien ?  Dans la troupe, quatorze nationalités au total. Des artistes venues du monde entier, notamment d'Australie, de Grande-Bretagne et de France. Parmi les critères exigés, une taille minimum d'un mètre soixante-quinze, et une formation de danse classique. Une heure et demie avant le début du spectacle, Audrey rejoint sa loge pour une demi-heure de maquillage.  ""Dans cette loge, on y passe vraiment, ben...  peut-être au final trois-quarts de notre temps. On se maquille... donc déjà le maquillage, ça prend beaucoup de temps, minimum une demi-heure, et puis ben, c'est [sic: ce sont] tous les changements de costume, entre chaque tableau, on se remaquille,  et puis voilà, on a toutes nos affaires. L'étape suivante, c'est l'échauffement surtout pour [ne] pas se blesser, parce que le cancan c'est quand même une danse assez... bon [il n'] y a pas que le cancan mais... en tous cas, le French cancan est une danse très physique, donc [il] y a beaucoup d'écarts,  ça demande, voilà, de la souplesse, du cardio aussi !""  Pendant qu'Audrey s'installe pour s'échauffer, une trentaine de personnes travaillent en coulisses pour s'occuper des mille costumes  qui serviront au spectacle du soir.  ""Ça [ne] sert à rien de toute façon de se mettre trop la pression, parce que trop de pression après...souvent ben voilà, ou - voilà - on fait des erreurs, ou on fait n'importe quoi sur scène, il y a quelque chose qui arrive... Donc moi je préfère être vraiment relax. Mais c'est vrai que dès que j'entends la musique commencer, j'avoue que là je me dis, bon...j'ai le cœur qui bat un peu plus vite et je me dis, bon... Ça y est, le rideau s'ouvre... Voilà, c'est vraiment ce moment-là.""  Le service en salle à peine terminé, les 80 artistes se préparent à entrer sur scène. Ce soir encore, il faudra enchaîner deux spectacles avec seulement une demi-heure de pause entre chaque représentation.  ""Ça y est, c'est parti ! Quelques petites minutes...""  Le même spectacle, ""Féerie"", qui se joue 365 fois par an.  Danse, danse, Paris danse  Paris danse, danse  Danse, danse, Paris danse  Paris danse, danse  "
hajj,A2," Le hajj Près de deux millions de fidèles sont arrivés à La Mecque pour le hajj, grand pélerinage annuel musulman. Les principaux rites de l'évènement de six jours commencent samedi mais les pélerins tournent autour de la Kaaba depuis déjà plusieurs jours. C'est l'un des premiers rites de ce pélerinage qui fait partie des plus grands rassemblements religieux du monde. Des musulmans venus d'un peu partout s'y pressent tous les ans.  On aime prier à la mosquée et quand on est là et puis on voit la Kaaba, vraiment on est très content, on prie bien. On est courageux, on a le courage de prier.  Le hajj est l'un des cinq piliers de l'Islam. Tout fidèle est censé l'accomplir au moins une fois dans sa vie s'il en a les moyens, un évènement qui pour certains marque l'apogée spirtuelle de leur vie. Mais le souvenir de la bousculade de l'année dernière qui a fait près de 2 300 morts est encore ancré dans les mémoires. Pour plus de sécurité, les fidèles ont été équipés de bracelets d'identification. Ces petites bandes plastifiées munies d'un code barre renferment tout genre d'informations et contacts.  Que Dieu nous en préserve, mais si quelqu'un décède, ils peuvent savoir de qui il s'agit avec le bracelet. Ils appellent l'entreprise, ils disent que quelqu'un est mort ou malade ou perdu. C'est un mode d'identification comme un passeport.  Cette année, de nombreux gadgets « high tech » ont aussi fait leur apparition. Parmi eux, ce parapluie intelligent qui utilise l'énergie solaire pour rafraîchir son porteur. Un outil indispensable pour beaucoup de pélerins, les températures pouvant atteindre les 43 degrés.  Le parapluie solaire existait déjà, mais nous avons ajouté quelques caractéristiques. Nous avons ajouté un ventilateur, un chargeur qui permet de charger jusqu'à cinq fois son téléphone portable, des lumières et un GPS.  Absents du hajj cette année : les pélerins iraniens, qui n'ont pas été autorisés à participer  pour la première fois depuis 30 ans, après l'échec des négociations entre l'Arabie et l'Iran. Une exclusion dénoncée par de nombreux manifestants à Téhéran et qui alimente encore plus les tensions entre les deux puissances régionales rivales. "
il-y-a-un-monstre-sous-mon-lit,A2," Il y a un monstre sous mon lit !  - Papa, Papa ! Viens vite !  - Je suis là, qu'est-ce qui se passe ?  - Il y a un monstre ! Je l'ai vu, il s'est caché sous mon lit !  - Laisse-moi regarder... il n'y a rien sous ton lit à part tes BDs et des chaussettes sales.  - Je te promets que je l'ai vu !  - D'accord, calme-toi. Je te crois. À quoi il ressemblait, ce monstre ?  - Il était vraiment horrible ! Il avait de grandes dents pointues et jaunes, et sa bouche s'ouvrait aussi grande qu'un four ! Sa fourrure était sale et hirsute et elle sentait la terre et le mouillé comme s'il venait de sous la maison. Quand il m'a regardé, j'ai vu ses yeux rouges comme le feu.  - Oh, mais attends une minute ! Il avait les yeux rouges ? Et une bouche énorme ? Et de la fourrure ?  - Oui, oui !  - Je le connais ce monstre ! Il s'appelle Marcolo, et il n'est pas méchant du tout ! Il est très moche, ça, je suis d'accord, mais c'est un ami ! Il habite sous la maison et il a peur de l'eau, c'est pour ça qu'il sent mauvais, mais il est très gentil, si ce n'est un peu maladroit ! Il me rend visite aussi de temps en temps, et nous jouons aux cartes ou à cache-cache. Je lui ai parlé de toi, bien sûr, donc il a dû avoir envie de te voir en personne.  - Et c'est pour ça qu'il est venu dans ma chambre !  - Ben oui ! Il était juste un peu curieux. Il a dû être bien embêté de te faire peur comme ça. Mais je vais lui dire de ne plus venir dans ta chambre.  - Non, mais ce n'est pas grave ! Il peut venir s'il veut. Maintenant que je le connais, je n'ai plus peur !  - D'accord ! Tu penses que tu peux te rendormir maintenant ?  - Oui Papa ! Bonne nuit.  - Bonne nuit mon chéri.  - Et bonne nuit Marcolo ! "
kwiziq-french-film-fest,A2," Les films préférés de l'équipe de Kwiziq  Regarder des films de langue française est un excellent moyen d'exercer sa compréhension orale. Puisque l'équipe de Kwiziq aime bien le cinéma, nous avons décidé d'écrire de petits résumés de nos films préférés pour les partager avec vous. "
la-chasse-aux-oeufs,A2," La chasse aux œufs  Ce matin, mon frère et moi nous sommes réveillés de bonne heure car nous étions trop excités pour rester au lit. Nous nous sommes habillés à toute vitesse et nous sommes descendus dans la cuisine pour prendre notre petit-déjeuner. Maman nous attendait là avec nos paniers. Papa était encore dans le jardin où il cachait les œufs de Pâques !  Chez nous, nous avons un rituel : avant de sortir dans le jardin pour chercher les œufs, il faut attendre d'entendre les cloches sonner. Nous savons bien que  ce ne sont pas les vraies cloches, mais c'est quand même excitant !  Donc ce matin, nous nous tenions devant la baie vitrée, prêts à bondir dès que nous entendrions la cloche. Je scannais déjà le jardin pour essayer d'apercevoir un ruban coloré ou le reflet du papier aluminium d'un bel œuf !  Soudain, Ding Ding Dong ! ont résonné les cloches. J'ai ouvert la porte-fenêtre et nous avons couru dehors ! Comme mon frère est plus petit que moi, je lui ai laissé les endroits  qui se trouvaient à sa hauteur, et je me suis concentrée sur les cachettes moins accessibles. En un quart d'heure, nous avions déjà au moins dix œufs chacun, mais il nous manquait encore les gros œufs. J'étais plutôt impressionnée par Papa car d'habitude nous les trouvions assez vite.  Nous avons continué à chercher pendant quelques minutes, quand tout à coup, je me suis rappelée qu'il y avait un nouveau bac à sable dans le jardin... J'ai appelé mon frère et nous nous y sommes précipités. J'ai jeté un coup d'œil à Maman et Papa, et j'ai compris que  j'étais sur la bonne piste !  Nous avons pris une pelle chacun, et avons creusé dans deux coins différents du bac à sable. Et victoire ! Mon frère a trouvé le sien aussitôt ! Moi, j'ai dû essayer deux endroits différents, mais finalement, il était là,  ses rayures violettes et roses brillant au soleil !  Maman nous a pris en photo avec notre butin, et nous sommes rentrés à l'intérieur pour déguster un de nos délicieux œufs !  Si seulement on pouvait faire ça tous les dimanches ! "
la-semaine-des-martin,A2," La semaine des Martin  Lundi matin, Madame Martin a fait les courses pour la semaine, puis elle a rejoint sa sœur et elles ont déjeuné ensemble.  Mardi après-midi, Monsieur Martin est allé chez le dentiste pour se faire soigner une carie. Il n'a même pas eu mal !  Comme tous les mercredis,  Grégory Martin a pris le bus pour aller jouer au foot avec ses copains. Il a marqué trois buts !  Jeudi, les jumeaux Martin ont mangé de la glace au chocolat, et ils ont fini couverts de chocolat de la tête aux pieds ! Leurs parents ont bien rigolé !  Vendredi soir, Lucie Martin a été voir un film en plein air. Elle a eu un peu froid, alors elle a mis un pull en laine.  Samedi, Lucie et Grégory sont arrivés en avance au concert, et ils ont attendu leurs amis pendant trois quarts d'heure !  Et dimanche, les Martin ont rendu visite à Mamie Martin. Elle a fait une délicieuse tarte aux framboises et ils se sont tous régalés !  Quelle semaine chargée pour la famille Martin ! "
le-festival-du-cinema-americain-de-deauville,A2," Le Festival du Cinéma Américain de Deauville C'est dans cette station balnéaire de Normandie qu'a lieu chaque année depuis 1975 le Festival du Cinéma Américain. Pendant dix jours au début du mois de septembre, cet événement réunit de nombreux fans de cinéma et présente une sélection d'une centaine d'œuvres cinématographiques venues des États-Unis, de grosses productions hollywoodiennes au cinéma indépendant, en passant par de courts et longs métrages.  À l'origine de cette célébration, la volonté d'un homme,  le maire de Deauville de l'époque, Michel d’Ornano, qui décide d'implanter l’événement dans sa ville,  et le soutien de l'entrepreneur Lucien Barrière  qui offre le cadre luxueux de ses casinos au nouveau Festival. Selon ses fondateurs et organisateurs Lionel Chouchan et André Halimi,  son but est avant tout de ""montrer au public français, sans ostracisme, sans barrières et sans parti-pris,  des films que seuls quelques privilégiés – émerveillés ou étonnés –  ont découverts à New York ou à Los Angeles "".   Il remporte un succès immédiat auprès du public,  même s'il faudra encore quelques éditions  avant qu'il ne devienne un rendez-vous incontournable pour les grandes stars américaines.  Il est intéressant de noter que jusqu'en 1995,  le Festival de Deauville n'était pas compétitif. Désormais, en plus de servir de rampe de lancement aux grosses productions américaines, le Festival valorise également, à travers ses récompenses, le cinéma indépendant américain. "
le-gendarme-de-saint-tropez-french-film-fest,A2," Le choix de Grzegab : Le Gendarme de Saint-Tropez  J'aime bien ce film de 1964 parce que j'aime bien les comédies. Le personnage principal, interprété par Louis de Funès, est maréchal des logis chef qui essaie d'attraper ... des nudistes. Ce qui devait être une tâche facile se complique quand l'une des filles du gendarme s'avère être une des nudistes ! "
le-salon-du-chocolat,A2," Le Salon du Chocolat  Vous ne pouvez pas commencer votre journée sans votre bol de chocolat chaud ?  Vous n'envisagez pas la vie sans votre tablette quotidienne ?  Alors le Salon du Chocolat est l'événement à ne pas manquer !  Ce rendez-vous des gourmands et des passionnés de chocolat  a lieu tous les ans entre fin octobre et début novembre à Paris. Pile au moment où on a le plus besoin de réconfort !  Ce ne sont pas moins de 20 000 mètres carré dédiés au cacao  qui vous attendent cette année, avec plus de 500 participants venus de 60 pays différents - parmi lesquels chocolatiers, pâtissiers, confiseurs et professionnels de l'industrie du chocolat, mais aussi pays producteurs, grands chefs, designers et experts en cacao -  tous réunis pour faire découvrir au public les richesses de la célèbre fève.   Le Salon du Chocolat célèbre les sources du chocolat, en mettant en lumière les pays producteurs, les terres du cacao et leur patrimoine culturel. Les International Cocoa Awards mettent ainsi à l'honneur le travail des planteurs et les grands crus !  Mais pour les visiteurs et les professionnels, c'est également l'occasion de découvrir les dernières innovations, et surtout de goûter les créations des chefs pâtissiers et chocolatiers ! Vous pourrez, entre autres, participer à des séances dégustations, faire dédicacer vos livres de recette favoris par leur auteur à l'espace librairie, ou encore admirer les 10 créations inédites signées d'artistes de renom sur le thème du chocolat.  Et pour les enfants, des ateliers de pâtisserie se dérouleront chaque jour tout au long de la journée.  Enfin, ne manquez surtout pas le défilé de robes en chocolat  qui reste l'un des temps forts du salon, mêlant modèles historiques et créations inédites !  En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé  pour découvrir et acheter les chocolats de nombreux artisans chocolatiers du monde entier,  réunis en un seul lieu à Paris.  Alors, tentés ? "
le-tcf-sur-ordinateur,A2," Comment se déroule le TCF Bienvenue dans la démonstration du TCF sur ordinateur. Vous allez apprendre à utiliser le TCF sur ordinateur.  Lisez et écoutez la consigne située en haut de votre écran.  Écoutez la question, puis les quatre réponses. Choisissez la réponse qui correspond le mieux à la question. Cliquez sur le bouton correspondant.  Maintenant, écoutez la question et les réponses proposées.  Question 7 : Tu viens prendre un verre avec Paul et Marie ?  A : Non, je ne leur ai pas encore dit. B : Non, ça ne me dit rien, je suis fatigué. C : J'en parlerai à Paul et Marie samedi. D : Ça ne me dit rien de boire dans ce verre.  Cliquez sur le bouton correspondant à la réponse Si vous vous êtes trompé, vous pouvez cliquer sur un autre bouton.  Le numéro de la question est indiqué à trois endroits différents : ici, ici.  Le nombre de réponses données est indiqué en bas de l'écran.  Le temps restant avant la question suivante est indiqué ici.  La question suivante s'affichera automatiquement.  Quand il y a deux réponses à donner, vous pouvez passer d'une question à l'autre pendant le temps indiqué. Pour cela, cliquez ici et ici.  Pour quitter définitivement cette partie du test, cliquez sur ce bouton.  La démonstration est terminée. Vous allez commencer la première partie du test : compréhension orale. "
les-vacances-a-la-mer-de-lola,A2," Les vacances à la mer de Lola Quand j'étais petite, ma famille et moi  allions au bord de la mer tous les étés. Nous passions les grandes vacances à Valras, dans le sud de la France. C'était toujours une aventure!  Quand je faisais mes valises, je prenais toujours mon maillot de bain rouge, mon sac de plage, mes lunettes de soleil et mon journal intime.  Le jour du départ, Papa mettait tous les bagages dans la voiture:  ce n'était pas facile, car Maman emmenait toujours beaucoup de vêtements. En plus, il y avait le grand parasol qui prenait toute la place. Mon grand frère Louis était très paresseux: il n'aidait jamais!  On partait de bonne heure pour ne pas être coincés dans les embouteillages. La route était longue entre Paris et Valras: le voyage durait environ six heures! Mais on ne s'ennuyait pas dans la voiture:  on écoutait de la musique, on comptait les autres voitures, on dormait ...  Quand nous arrivions à Valras, nous étions fatigués mais contents. Nous nous installions dans la maison de vacances, puis nous prenions l'apéritif avec les voisins. J'adorais ça! Le lendemain, nous allions à la plage et nous y passions toute la journée! Il faisait toujours très beau et surtout très chaud!  Louis retrouvait ses amis  et ensemble ils s'amusaient comme des fous! Ils ramassaient des coquillages, ils jouaient au badminton. Ils nageaient jusqu'à la bouée  puis revenaient aussi vite que possible. Ils faisaient aussi la course sur la plage, et Louis gagnait souvent, parce qu'il était le plus rapide!  Moi je préférais lire, tranquillement allongée sur ma serviette de plage. Parfois, j'allais me mouiller un peu,  puis je revenais sécher au soleil.  Et puis surtout, j'attendais ton arrivée! Tu étais ma meilleure amie et tu avais toujours plein de bonnes idées pour s'amuser! Tu amenais tes poupées et on les baignait dans la mer. Tu faisais des châteaux de sable et tu mettais des coquillages sur les tours. Je trouvais ça tellement joli! En plus, tu savais dessiner de jolis dessins dans le sable, et tu savais faire la roue! "
mon-repondeur,A2," Mon répondeur Bonjour, vous êtes bien chez Anne-Sophie et Guy Degrenne, nous ne sommes pas là pour le moment, mais veuillez laisser un message après le bip, et nous vous rappellerons dès que possible ! Bonne journée ! BIP  Bonjour, je m'appelle Sylvain Bonnet  et j'appelle au sujet de l'annonce que vous avez publiée sur le Bon Coin. Est-ce que vous vendez toujours votre canapé en cuir noir ? Si oui, je serais très intéressé, et je pourrais même venir le chercher en personne. J'essaierai de rappeler plus tard. Merci et bonne journée ! BIP  Bonjour Guy, c'est Maman à l'appareil ! Je venais simplement aux nouvelles, comme ça fait quelque temps que tu ne m'as pas appelée...  Viendras-tu aux 40 ans de ta cousine Barbara ?  Je parlais à sa mère hier, et elle me disait que ça lui ferait très plaisir de te voir. En plus, elle n'a jamais vu le petit Julien ! Bref, je ne te dérange pas plus longtemps, mais rappelle-moi quand tu peux ! Bisous ! BIP  Salut Anne-So ! C'est Marielle ! On se voit toujours demain après-midi ? Il faut que je me trouve une robe  pour le mariage de Thibault et Aude et j'ai absolument besoin de tes conseils ! On dit 13h devant l'église ? À demain ma chérie ! BIP  Guy, c'est encore Maman. Il faut vraiment que tu répondes à ta cousine le plus tôt possible pour son anniversaire, parce qu'ils ont engagé un traiteur, et qu'ils ont besoin de savoir combien de gens seront là. Aussi, est-ce que tu pourrais demander à Anne-Sophie de m'envoyer quelques photos récentes de Julien pour montrer à mes voisines ? J'espère que vous allez bien. À très bientôt ! BIP  Bonjour, c'est Lucie, la maman de Mathieu, à l'appareil. Mathieu aimerait inviter Julien à dormir à la maison vendredi soir. Apparemment, ils ont déjà tout organisé à la récréation,  il ne leur manque plus que notre autorisation ! Bref, dites-nous si ça vous va ! Salut ! BIP  Salut Guy, c'est Anne-So ! J'ai oublié mon portable au bureau,  donc je fais demi-tour pour aller le chercher. Ne t'inquiète donc pas si je suis un peu en retard. Du coup, si tu pouvais donner son bain à Julien avant que je ne rentre, tu serais un amour ! Je t'aime, à tout à l'heure !  "
ouragan-irma,A2," L'ouragan Irma Fin août 2017, un orage tropical s'est formé au large de l'Afrique qui, en l'espace d'une semaine, est devenu un ouragan de Catégorie 5 nommé Irma. À l'apogée de sa puissance, ce cyclone avait une superficie d'environ 335 000 km2, soit une surface comparable à celle de toute la France métropolitaine !  Vivant en Guadeloupe,  je suivais l'approche douleureusement lente de l'ouragan Irma avec énormément d'appréhension.  Pendant la semaine de son ""voyage"" à travers l'océan, personne ne savait exactement où il se dirigeait, mais je ne pouvais pas croire un instant qu'il pourrait détruire mon île, en partie parce qu'il faisait - même la veille de son arrivée - aussi beau que d'habitude. En même temps, il m'était impossible d'ignorer les images effrayantes sur internet qui montraient que l'énorme œil aurait pu contenir  la Guadeloupe toute entière !  En fin de compte, l'ouragan Irma est passé au large nord-est de la Guadeloupe qui n'a déploré aucune mort et a subi très peu de dégâts,  en dépit d'une énorme houle marine qui a inondé certaines parties des côtes nord et est. Seulement 8 000 foyers guadeloupéens ont subi une panne d'électricité, et ce, pendant moins d'une journée pour sept sur huit d'entre eux.  Où j'habite en côte sous le vent, à l'ouest de l'île, il y a eu une journée de fortes précipitations et de vent violent, l'électricité a clignoté deux ou trois fois et l'eau été coupée pendant quelques heures. Nous avons vu tomber quelques branches et deux buissons ont été abattus : c'est tout. Il y a deux ans, lors du passage de l'ouragan Erica (qui a détruit la Dominique), certains de nos bananiers  avaient été étêtés, mais Irma, lui, ne les a pas touchés.  Par contre, les îles de Saint-Martin et Saint-Barthélémy, dites « les îles du nord », ainsi que d'autres îles des Caraïbes ont été dévastées par Irma  avant qu'il ne continue son trajet destructeur vers les États-Unis.  Un deuxième ouragan, José, a commencé à suivre la même route qu'Irma mais a heureusement tourné vers le nord avant d'atteindre les Caraïbes.  La Guadeloupe et les îles du nord font partie de la France : la première est un Département d'Outre-Mer (DOM)  tandis que ces dernières sont des Collectivités d'Outre-Mer (COM). C'est pour cette raison que le président de la République s'est rendu en Guadeloupe quelques jours après le passage de la tempête  et a visité les régions touchées par cette terrible catastrophe naturelle. Le moins que l'on puisse dire est que l'accueil des habitants n'a pas été des plus chaleureux. "
petit-ours-brun-fait-des-crepes,A2," Petit Ours Brun fait des crêpes  Oh ! Tiens ! Voilà quelqu'un ! Petit Ours Brun  Coucou c'est toi mon copain !  Petit Ours Brun  Tu fais toujours ton coquin !  Mon petit ours malin !   Tape, tape dans tes mains ! Petit Ours Brun  Saute, saute les pieds joints !  Petit Ours Brun  Petit Ours ! Petit, Petit Ours Brun !  Petit Ours Brun fait des crêpes  Aujourd'hui, Papa Ours prépare le dîner. Il a acheté de quoi faire des crêpes.  C'est Petit Ours Brun qui a eu l'idée !  - Alors Papa, ça se fait comment, les crêpes ?  - Voyons... Pour faire la pâte, il faut d'abord casser les œufs. Et puis...  - Oh non !  - Ce n'est pas grave, Petit Ours, il nous en reste plein d'autres. Bon, alors... Versez les œufs dans la farine.  - Je crois que la pâte est prête.  Versez une louche de pâte dans la poêle.  - Oh ! Elle a une drôle de tête, ta crêpe Papa !  - Oui, je crois que je n'ai pas mis assez de pâte. On va en faire une autre.  Bon, recommençons !  - Celle-là, elle est bien réussie !  - Oui, on va se régaler Petit Ours !  - Papa ! La crêpe ! Elle devient toute noire !  - Oh zut ! Le feu était trop fort !  Bon, eh bien on va recommencer.  - Et maintenant, il faut la retourner Papa !  - Oui, oui, Petit Ours, regarde bien ! Attention : un, deux, et trois !  - Bravo Papa ! (rires) On n'arrivera jamais à faire de belles crêpes !  - Mais si Petit Ours, il ne faut pas se décourager. Tu vas voir, on va y arriver.  - Bonsoir ! Oh !  - Regarde Maman !  On t'a préparé des crêpes ! Elles sont belles, hein !  - Oui mon Petit Ours !  - Et elles sont aussi bonnes que belles.  Ce soir, chez Petit Ours Brun, on va faire un vrai festin ! "
petit-pangolin-malin-comptine-d-afrique,A2, Petit Pangolin Malin - Comptine d'Afrique  REFRAIN : C’est la danse de Firmin Le petit pangolin C’est la danse de Firmin le petit pangolin Quand il fait son malin  Attention Firmin ! Serre tes petits poings Position : en garde Et boxe en haut Boxe en bas  REFRAIN x2  Attention Firmin ! Secoue ton bassin Position : plie tes genoux Et secoue en haut Secoue en bas  REFRAIN x2  Attention Firmin ! Petit pangolin Enroule-toi en boule Position : en boule Attention Firmin ! Galipette C’est chouette !  
pourquoi-les-francais-sont-ils-si-fiers-de-leur-cuisine,A2," Pourquoi les Français sont-ils si fiers de leur cuisine ? À quoi ça sert ? Ça veut dire quoi, ça ? Pourquoi c'est comme ça ? C'est où ? C'est qui, lui ? Un jour, une question.  Pourquoi les Français sont-ils si fiers de leur cuisine ?  Chaque pays a une cuisine,  une culture culinaire qui lui est propre. Les cuisiniers japonais, par exemple, mettent en valeur les aliments en toute simplicité. Alors que la cuisine indienne est riche en épices, en couleurs et en saveurs, mariées de manière éclatante.  Mais alors, pourquoi on parle tout le temps de la cuisine française ?  À la fin du XVIIIe siècle, en France naît la gastronomie. C'est-à-dire que la cuisine est élevée au rang d'art. L'Europe entière reconnaît alors les qualités des cuisiniers français et leur exigence dans le travail. Des livres sont écrits sur l'art de cuisiner. Les riches et les nobles en font un art important; on philosophe sur le contenu des assiettes. À tel point que la France reste la reine incontestée de la gastronomie mondiale durant plus de 2 siècles ! En 2010, la cuisine française est inscrite au Patrimoine Culturel Mondial de l'UNESCO.  Mais depuis quelques années,  la France ne fait plus la course en tête sur la scène gastronomique internationale. De nombreux chefs innovent et développent une nouvelle cuisine  aux quatre coins du monde. Dans de nombreux pays, la télévision met en avant les cuisiniers dans des concours filmés. La cuisine parle à tous, partout.  Et aujourd'hui, le Danemark et l'Espagne bousculent la France  dans les classements des meilleurs restaurants... pour le plus grand bonheur des gourmands !  Tu te poses des questions ?  Nous, on y répond ! "
